Month,Year,Corporate Entity,Pipeline Name,Key Point,Latitude,Longitude,Original Nominations (1000 m3/d),Accepted Nominations (1000 m3/d),Apportionment Percentage
6,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,377.1411666666663,,0.0
7,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,370.35674193548385,,0.0
8,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,364.43851612903205,,0.0
9,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,369.04046666666676,,0.0
10,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,360.78574193548417,,0.0
11,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,378.54203333333334,,0.0
12,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,377.1318709677419,,0.0
1,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,373.85216129032244,,0.0
2,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,357.03139285714275,,0.0
3,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,365.07112903225806,,0.0
4,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,373.80443333333324,,0.0
5,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,386.26445161290303,,0.0
6,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,393.53503333333316,,0.0
7,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,392.9317322580642,,0.04
8,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,365.869580645161,,0.0
9,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,363.9943199999997,,0.23
10,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,371.25235483870983,,0.31
11,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,406.6397999999996,,0.09
12,2010,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2010,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2010,Enbridge Pipelines Inc.,Canadian Mainline,system,,,444.80106451612886,,0.27
1,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,445.7912903225807,,0.43
2,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,414.78099999999995,,0.16
3,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,376.93074193548404,,0.14
4,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,359.61263333333295,,0.17
5,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,363.9495161290323,,0.1
6,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,378.3013999999999,,0.23
7,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,,,0.25
8,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,387.65296774193536,,0.21
9,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,398.1802333333337,,0.21
10,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,405.01983870967723,,0.04
11,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,416.97843333333293,,0.08
12,2011,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2011,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2011,Enbridge Pipelines Inc.,Canadian Mainline,system,,,427.13251612903167,,0.23
1,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,443.4162903225808,,0.22
2,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,456.3121071428572,,0.18
3,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,453.73164516129,,0.27
4,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,457.8142999999999,,0.19
5,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,409.8428064516128,,0.16
6,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,434.1706666666665,,0.17
7,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,446.18548387096763,,0.26
8,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,415.5714193548382,,0.0
9,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,408.34003333333305,,0.2
10,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,414.8031612903222,,0.08
11,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,428.84510000000006,,0.15
12,2012,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2012,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2012,Enbridge Pipelines Inc.,Canadian Mainline,system,,,470.5862258064512,,0.13
1,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,455.4031290322588,,0.1
2,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,452.60914285714284,,0.07
3,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,412.6052258064522,,0.37
4,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,392.27499999999964,,0.11
5,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,413.0818709677418,,0.17
6,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,436.13973333333297,,0.32
7,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,433.4669677419351,,0.27
8,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,454.73487096774227,,0.25
9,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,458.4466333333331,,0.28
10,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,470.52193548387083,,0.12
11,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,510.8414666666663,,0.15
12,2013,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2013,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2013,Enbridge Pipelines Inc.,Canadian Mainline,system,,,490.5791903225807,,0.1
1,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,489.3130967741934,,0.17
2,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,486.3895714285712,,0.13
3,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,478.791322580645,,0.1
4,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,471.99713333333324,,0.03
5,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,479.67270967741945,,0.11
6,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,521.9587666666666,,0.16
7,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,541.7137419354838,,0.34
8,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,539.9394129032257,,0.17
9,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,526.114966666667,,0.25
10,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,569.4280967741937,,0.33
11,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,656.184410666666,,0.43
12,2014,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2014,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2014,Enbridge Pipelines Inc.,Canadian Mainline,system,,,671.5939067741937,,0.41
1,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,666.102727741936,,0.41
2,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,693.7219089285707,,0.46
3,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,696.0059735483868,,0.46
4,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,679.4718446666668,,0.42
5,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,636.83709032258,,0.42
6,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,610.9111653333337,,0.42
7,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,612.4227699032255,,0.31
8,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,622.2285070967741,,0.29
9,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,569.1830249999999,,0.16
10,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,557.1772812903228,,0.03
11,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,609.5895543333337,,0.16
12,2015,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2015,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2015,Enbridge Pipelines Inc.,Canadian Mainline,system,,,619.6893925806454,,0.19
1,2016,Enbridge Pipelines Inc.,Canadian Mainline,Clearbrook - Line 2/3,,,136.882,,0.03
1,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,304.202,,0.16
1,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,642.0337709677422,589.262172580645,
2,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,297.349,,0.14
2,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.1
2,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,615.847734827586,573.5975513793107,
3,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,254.437,,0.02
3,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.11
3,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,557.966791935484,551.6788580645158,
4,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.806,,0.06
4,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,508.85321899999974,508.1448519999997,
5,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,270.185,,0.06
5,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.11
5,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,565.9154854838707,548.4355487096775,
6,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,273.072,,0.07
6,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.07
6,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,573.7466909999998,554.2533839999998,
7,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,277.357,,0.04
7,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.17
7,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,539.7334148387098,526.8725154838711,
8,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,286.209,,0.15
8,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.14
8,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,578.7194796774193,535.1460377419351,
9,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,301.725,,0.22
9,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.1
9,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,609.3861640000001,542.5399416666664,
10,2016,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2016,Enbridge Pipelines Inc.,Canadian Mainline,Kerrobert - Line 4/67,,,293.376,,0.14
10,2016,Enbridge Pipelines Inc.,Canadian Mainline,Westover - Line 10,,,11.799,,0.14
10,2016,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2016,Enbridge Pipelines Inc.,Canadian Mainline,system,,,593.8923287096776,552.0318754838701,
